name,salary_from,salary_to,currency,city,link,discription
водитель на автомобиль компании (ford/mitsubishi/lada largus),226000,384200,RUR,Нижний Новгород,https://hh.ru/vacancy/110594772,Соблюдение правил дорожного движения и техники безопасности. Поддержание чистоты и порядка в автомобиле. Своевременная доставка товаров по указанному маршруту.
персональный водитель,150000,,RUR,Красногорск (Московская область),https://hh.ru/vacancy/110635435,Оказание водительских услуг на служебном автомобиле. Безопасное вождение автомобилей премиум-класса. Заблаговременная оптимизация маршрутов передвижения с учетом транспортной ситуации. 
водитель-экспедитор категории в,20000,25000,RUR,Хабаровск,https://hh.ru/vacancy/111367555,Обязанности: Развоз продуктов питания по торговым точкам по заранее составленному маршруту на автомобиле компании.
водитель,90000,100000,RUR,Красногорск (Московская область),https://hh.ru/vacancy/111400498,Управление автомобилем представительского класса. Выполнение поручений руководителя. Своевременная подача к дому руководителя и доставка по месту требования. Содержание автомобиля в...
водитель погрузчика,90000,,RUR,Новосибирск,https://hh.ru/vacancy/102574893,
"водитель экспедитор категория ""е"" (на молоковоз)",130000,300000,RUR,Красноярск,https://hh.ru/vacancy/108727232,"<highlighttext>Водитель</highlighttext> экспедитор на полуприцеп(пищевая цистерна) -категория ""Е"". Доставка груза."
водитель-международник,8000,,BYR,Минск,https://hh.ru/vacancy/110123700,Помощь в оформлении документов.
водитель категории в (легкового автомобиля),120000,120000,RUR,Барнаул,https://hh.ru/vacancy/110287788,Работа в ЯНАО на месторождении. Перевозка сотрудников компании. Поддержание технике в чистом и исправном состоянии. Соблюдение пдд и нормативных документов...
водитель на автомобиль компании,140000,250000,RUR,Арсеньев,https://hh.ru/vacancy/110923439,Доставка документов из пункта А в пункт Б.
водитель на самосвал,130000,200000,RUR,Ростов-на-Дону,https://hh.ru/vacancy/111149995,"Следить за исправным состоянием транспортного средства, находящегося в зоне эксплуатационной ответственности. - Осуществление ежемесячного контроля технического состояния транспортного средства. - "
водитель-курьер,1500,1500,BYR,Минск,https://hh.ru/vacancy/111348416,Получение товара. Отправка товара.
водитель легкового автомобиля,130000,135000,RUR,Братск,https://hh.ru/vacancy/111418841,Перевозка заказчика на территории месторождения. Обеспечение исправного состояния техники. Соблюдение ПДД.
водитель-экспедитор,80000,,RUR,Пенза,https://hh.ru/vacancy/111608663,Развозить товар на автомобиле компании. Принимать участие в погрузке и выгрузке товара на точках.
водитель на автомобиль компании,140000,250000,RUR,Белогорск,https://hh.ru/vacancy/110923452,Доставка документов из пункта А в пункт Б.
водитель-экспедитор по перевозке грузов,100000,120000,RUR,Санкт-Петербург,https://hh.ru/vacancy/111159877,
водитель-курьер,90000,,RUR,Оренбург,https://hh.ru/vacancy/111593758,"Все заказы уже собраны и оплачены, поэтому вам не придется заниматься расчетами с клиентами — ваша задача будет заключаться исключительно в..."
водитель,75000,,RUR,Москва,https://hh.ru/vacancy/111612016,"Доставка продукции со склада по Москве (5-10 адресов в день, но не каждый день, загрузка 1 раз) на Lada..."
"водитель легкового автомобиля, г. москва",80000,98000,RUR,Москва,https://hh.ru/vacancy/108803514,"Доставка грузов по розничным точкам. Выполнение курьерских поручений. Экспедирование грузов по городу Москва, Московской области и регионам. Проведение ежедневного осмотра..."
водитель на автомобиль компании,140000,250000,RUR,Белово,https://hh.ru/vacancy/110923451,Доставка документов из пункта А в пункт Б.
водитель с личным автомобилем,38000,,RUR,Ульяновск,https://hh.ru/vacancy/111226097,Доставка документов / медицинских анализов по г. Ульяновску. - Перевозка сотрудников. - Выполнение задач и поручений вышестоящего руководства.
водитель-экспедитор категории е,120000,200000,RUR,Санкт-Петербург,https://hh.ru/vacancy/111238756,"Перевозка грузов по Спб и ЛО, изредка Другие регионы РФ."
водитель на газель,60000,,RUR,Уфа,https://hh.ru/vacancy/111526111,"Ежедневные перевозки по г.Уфе по заданному маршруту. Перевозки со склада компании, а также с производства. Приемка/сдача груза."
водитель на автомобиль компании,140000,250000,RUR,Братск,https://hh.ru/vacancy/110923461,Доставка документов из пункта А в пункт Б.
"водитель категории с, е",200000,300000,RUR,Москва,https://hh.ru/vacancy/110998297,Перевозка грузов на рефрижераторном полуприцепе по России.
водитель категории с,75000,80000,RUR,Самара,https://hh.ru/vacancy/111524301,"Работа на новых автомобилях JAC 5 тонн, SOLLERS ATLANT 3 тонны. В период отпусков основных <highlighttext>водителей</highlighttext> осуществлять доставку по областным..."
водитель автомобиля,60000,60000,RUR,Коломна (Московская область),https://hh.ru/vacancy/111533613,"Управление автомобилем медицинской помощи. Своевременная подача автомобиля и доставка медицинских сотрудников до мест назначения, помощь в погрузке-выгрузке пациентов на..."
водитель служебного автобуса,70000,100000,RUR,Уфа,https://hh.ru/vacancy/111592163,Управление автобусом (газель некст).
водитель (категория в),111000,,RUR,Москва,https://hh.ru/vacancy/107804180,"Перемещение средств индивидуальной мобильности (самокаты, велосипеды), работа не сезонная. Разъезд в пределах Москвы."
водитель-курьер секс-игрушек и других товаров 18+,157300,,RUR,Нижний Новгород,https://hh.ru/vacancy/109281892,<highlighttext>Водитель</highlighttext>-Доставщик нижнего белья от 2 ч.
водитель,100000,,RUR,Благовещенск (Амурская область),https://hh.ru/vacancy/110232613,КАTЕГOРИЯ С. - доcтaвкa тoвapа cо склада и на склад.
водитель на автомобиль компании,140000,250000,RUR,Александров,https://hh.ru/vacancy/110923430,Доставка документов из пункта А в пункт Б.
водитель на автомобиль компании,140000,250000,RUR,Арзамас,https://hh.ru/vacancy/110923437,Доставка документов из пункта А в пункт Б.
водитель туристического автобуса,120000,180000,RUR,Санкт-Петербург,https://hh.ru/vacancy/111347573,Работа по перевозке групп китайских туристов по городу и туристическим пригородам.
водитель,40000,,RUR,Южно-Сахалинск,https://hh.ru/vacancy/111548350,
водитель-экспедитор,100000,,RUR,Екатеринбург,https://hh.ru/vacancy/108643319,Работа с сопроводительной документацией. Контроль технического состояния автомобиля.
водитель на автомобиль компании,130000,170000,RUR,Ижевск,https://hh.ru/vacancy/109615639,Предоставление заказов и посылок клиентам (ЛЮБОЙ РАЙОН НА ВЫБОР).
водитель категория в,151000,,RUR,Южно-Сахалинск,https://hh.ru/vacancy/109779416,пассажирские перевозки. - прохождение технического обслуживания на станции. - осуществление оформления транспортных документов. - ведение ежемесячной отчетности. - осуществление мелкого ремонта транспортного средства. - 
водитель,300000,400000,RUR,Ставрополь,https://hh.ru/vacancy/110013317,"2 <highlighttext>водителя</highlighttext> в кабине. -экспресс маршрут. -своевременная зарплата по приезду на базу (привез товар,получил расчет). - компания обеспечивает полный ремонт..."
водитель со своим автомобилем,345000,550000,KZT,Алматы,https://hh.ru/vacancy/110129385,"Доставка товаров по торговым точкам города Алматы и Алматинской области категории А,ВС."
аккуратный водитель (машина фирмы),217000,,RUR,Самара,https://hh.ru/vacancy/110592244,Получать оплаченные заказы - доставлять по адресу клиентов.
водитель категории в,90000,110000,RUR,Санкт-Петербург,https://hh.ru/vacancy/110902231,
водитель категория в,110000,120000,RUR,Иркутск,https://hh.ru/vacancy/111426698,"Управление автомобилем по месторождению Саха Якутия г.Мирный Среднеботуобинское месторождение. Техническое обслуживание автомобиля, участие (по необходимости) в ремонте автомобиля. "
водитель большегрузного автомобиля,70000,,RUR,Барнаул,https://hh.ru/vacancy/111509714,"Своевременное прибытие на рабочее место, соблюдение всех дорожных знаков, своевременное устранение выявленных неисправностей собственными силами или при помощи специализированных автосервисов..."
водитель-курьер на собственном автомобиле,80000,,RUR,Москва,https://hh.ru/vacancy/91451756,Доставлять заказы интернет магазинов до получателей. Забирать заказы со складов и магазинов поставщиков. Выполнять поручения от руководителя.
водитель-экспедитор категории в г. томск,90000,,RUR,Томск,https://hh.ru/vacancy/107783590,сопровождение логистов. - Погрузо-разгрузочные работы и доставка сборных грузов потребителям на фирменные точки.
водитель на собственном грузовике,5000,10000,BYR,Минск,https://hh.ru/vacancy/110041377,Перевозка грузов РБ-РФ-РБ. Ведение дорожной документации.
водитель - экспедитор на автомобиле компании,90000,110000,RUR,Москва,https://hh.ru/vacancy/110798545,"Доставлять и забирать медицинские изделия/ наборы медицинских инструментов по Москве и МО (ЛПУ, транспортные компании и пр.). Проводить разгрузку и..."
водитель легкового автомобиля,32000,50000,RUR,Уфа,https://hh.ru/vacancy/111241238,заполнение путевых листов.
водитель,80000,100000,RUR,Москва,https://hh.ru/vacancy/111242767,Доставка товара клиентам – по организациям. Прием и доставка товара от поставщиков. Контроль за техническим состоянием автомобиля. Направление деятельности компании – продажа...
водитель-курьер,60000,,RUR,Воронеж,https://hh.ru/vacancy/111391633,"Доставка заказов интернет-магазина клиентам с соблюдением временных слотов, согласно запланированному маршруту. Работа с приложением ""Мобильная касса"" на смартфоне по..."
водитель-экспедитор (доставка табачных изделий),80000,,RUR,Краснодар,https://hh.ru/vacancy/104800713,Прием товара согласно сопроводительной документации. Доставка товаров в торговые точки согласно маршрутного листа по Краснодару и Краснодарскому краю на авто...
водитель,60000,,RUR,Нижний Новгород,https://hh.ru/vacancy/109945155,"перевозка грузов по городу, области, стране (по необходимости)."
персональный водитель в семью,150000,,RUR,Москва,https://hh.ru/vacancy/110337146,"Обеспечение безопасного, комфортного транспортного сопровождения детей (14 и 17 лет) + работа с супругой и няней. Выполнение служебных и личных..."
водитель-экспедитор,65000,75000,RUR,Новочебоксарск,https://hh.ru/vacancy/111287134,"Mясопереpaбатывающий комбинат «Пpиволжcкие колбacы» пpиглaшает нa paбoту вoдитeлем-экспедитopoм. - Доставка продукции до торговых точек, в том числе на межгород. - "
водитель-экспедитор,70000,,RUR,Екатеринбург,https://hh.ru/vacancy/111346575,Доставлять световое освещение из точки А в точку Б. Доставлять товар до клиентов.
водитель,40000,,RUR,Муром,https://hh.ru/vacancy/111526832,Работа с поставщиками. Поездки в командировки.
водитель-курьер,1800,1800,BYR,Минск,https://hh.ru/vacancy/111604659,"Развоз хлебобулочных изделий по кафе, ресторанам г. Минска. Аккуратное вождение. Соблюдение стандартов обслуживания клиентов."
слесарь-водитель категории в,80000,,RUR,Киров (Кировская область),https://hh.ru/vacancy/105031611,"Работа в бригаде сварщика по полиэтилену. Содержание техники в исправном состоянии, своевременное техническое обслуживание, проверка исправности систем и узлов, мелкий..."
водитель-перегонщик,65000,,RUR,Саратов,https://hh.ru/vacancy/109863726,"...акта осмотра, фотографирование авто для отдела закупок). В свободное от перегона авто время - помощь в автосалоне в качестве офисного <highlighttext>водителя</highlighttext>."
водитель персональный,120000,120000,RUR,Москва,https://hh.ru/vacancy/111045484,"Поездки в учебное заведение, магазины, встречи. Уход за автомобилем."
водитель (газель категория в),40000,40000,RUR,Томск,https://hh.ru/vacancy/111303799,Доставка груза по территории завода (от цеха до склада). Доставка грузов до транспортной компании. Доставка грузов со сторонних организаций на...
персональный/семейный водитель,100000,,RUR,Красногорск (Московская область),https://hh.ru/vacancy/111438645,"Своевременная подача автомобиля в обозначенное место и доставка пассажиров до места назначения, планирование оптимальных маршрутов. Деловые и личные поездки членов..."
водитель-курьер,103000,,RUR,Оренбург,https://hh.ru/vacancy/111607295,"Требуются <highlighttext>Водители</highlighttext>-курьеры на личном автомобиле, на доставку продуктовых заказов из магазина. Все заказы уже собраны и оплачены. "
водитель легкового автомобиля категории в,120000,120000,RUR,Ульяновск,https://hh.ru/vacancy/110295369,Работа в ЯНАО на месторождении. Перевозка сотрудников компании. Поддержание технике в чистом и исправном состоянии.
водитель на автомобиль газель,75000,85000,RUR,Пенза,https://hh.ru/vacancy/110797760,Обязанности: - доставка товара клиентам по г. Пенза. - погрузка-разгрузка товара. - сбор денежных средств.
водитель-экспедитор,60000,,RUR,Омск,https://hh.ru/vacancy/111022016,"Получать в сторонних организациях ТМЦ, обеспечивать сохранность и своевременную их доставку. Следить за правильным оформлением документов (накладные, счета-фактуры, сертификаты..."
персональный водитель руководителя,100000,130000,RUR,Москва,https://hh.ru/vacancy/111202708,Обеспечение безопасного перемещения VIP-персоны на легковом автомобиле представительского класса. Контроль технического состояния и работоспособности а/м. Разовые поручения руководителя.
водитель-экспедитор-грузчик,100000,,RUR,Санкт-Петербург,https://hh.ru/vacancy/110318151,"Перевозка грузов крупной бытовой техники (холодильники, стиральные машины, плиты). - Участие в загрузке/выгрузке автомобиля. - Обеспечение сохранности груза при транспортировке. - "
водитель категории в,150000,,RUR,Брянск,https://hh.ru/vacancy/110907957,Доставлять товары на авто компании до клиента (не еда). Средний вес одного заказа от 2 до 5 кг.
водитель штабелера,120000,150000,RUR,Подольск (Московская область),https://hh.ru/vacancy/111342607,"Управление погрузочной техникой, ричтрак Atlet UniCarriers. Соблюдение технологий разгрузки (погрузки) товарно-материальных ценностей. Подготовка товарно-материальных ценностей (груза) к транспортировке. "
водитель на перемещение,260000,270000,KZT,Астана,https://hh.ru/vacancy/111333075,Прием и доставка товарно-материальных ценностей в магазины. Работа с товарно-транспортными накладными. Обеспечение сохранности ТМЦ в процессе доставки.
водитель-международник,3000,6000,BYR,Минск,https://hh.ru/vacancy/111431896,Грузоперевозки РБ-РФ-РБ. Работа на рефрижераторе.
водитель,1350,,BYR,Минск,https://hh.ru/vacancy/111597138,"Доставка товара клиентам по г. Минску, Минской области и РБ. Погрузка и разгрузка товара."
"водитель личный, семейный",60000,,RUR,Волжский (Волгоградская область),https://hh.ru/vacancy/110332186,"Своевременная подача автомобиля и доставка до места назначения, школа тренировки кружки в том же числе обеспечение безопасного и комфортного передвижения. "
водитель автомобиля,104400,104400,RUR,Москва,https://hh.ru/vacancy/110657499,"Осуществлять перевозку пассажиров. Доброжелательно общаться с клиентами. Соблюдать ПДД, правила парковки. Поддерживать чистоту автомобиля. Работа в организации входящей в ГК..."
водитель категории б на автомобиль газель,70000,70000,RUR,Челябинск,https://hh.ru/vacancy/110952497,Продажи основных и расходных материалов для стекольной и мебельной индустрии. - доставлять товары в пределах Челябинска. - помогать при погрузке товара (скатывать...
водитель-экспедитор на газель некст,110000,120000,RUR,Санкт-Петербург,https://hh.ru/vacancy/111100068,Распределение по кузову автомобиля. Безопасная перевозка не нарушая правил дорожного движения. В отгрузке и сдаче товара участвует <highlighttext>водитель</highlighttext> и грузчик.
"водитель на легковой автомобиль компании (офис, склад)",150000,250000,RUR,Екатеринбург,https://hh.ru/vacancy/111308159,
водитель категории в,,127000,RUR,Екатеринбург,https://hh.ru/vacancy/111507901,По распоряжению руководителя. Перевозка пассажиров.
водитель экспедитор на личном автомобиле,80000,130000,RUR,Красноярск,https://hh.ru/vacancy/109626638,"Доставка и забор груза у клиента в течение дня в черте города по определенному району. Работа с грузом (замер, взвешивание..."
персональный водитель (возить детей),100000,120000,RUR,Москва,https://hh.ru/vacancy/109890834,
водитель в офис на собственном автомобиле,,400000,KZT,Алматы,https://hh.ru/vacancy/110194429,Доставка руководителя. Развозка документов. Поездки с сотрудниками по работе.
водитель-экспедитор категории в,5250,,BYR,Могилев,https://hh.ru/vacancy/110199834,"Приёмка товара по ассортименту и количеству, погрузка товара в фургон и развоз товара. Работа по программе через смартфон. "
водитель на частные поручения ( категория в ),185000,225000,RUR,Санкт-Петербург,https://hh.ru/vacancy/110284108,...автомобиль компании#водитель-курьер#водитель в офис#водитель такси#водитель еженедельные выплаты#водитель погрузчика#водитель на легковой автомобиль#водитель категории Б#водитель категории В# <highlighttext>водитель</highlighttext> в распределительный центр.
водитель встреча детей из школы,15000,17000,RUR,Краснообск,https://hh.ru/vacancy/110513620,Встречать детей из школы и привозить их в детский центр. Отвозить детей в школу из центра.
водитель-экспедитор на газель,100000,145000,RUR,Москва,https://hh.ru/vacancy/110749420,Перевозка грузов (продукты питания и ТНП) по маршрутам: по Москве и ближайшему Подмосковью. Доставка грузов клиентам (только юридические лица) строго...
семейный водитель,100000,100000,RUR,Москва,https://hh.ru/vacancy/111063867,"Постоянная отчетность расходов на автомобиль. Релевантный опыт работы семейным <highlighttext>водителем</highlighttext> в семье с несколькими детьми. Хорошее знание города Москвы, знание..."
водитель-экспедитор по перевозке грузов,60000,,RUR,Иркутск,https://hh.ru/vacancy/111216416,"Доставка груза в место назначения (доставка товаров покупателям, получение/отправка груза в транспортных компаниях). Правильное размещение груза в кузове авто..."
водитель-экспедитор,70000,,RUR,Бийск,https://hh.ru/vacancy/111458260,Доставка товара клиентам; Осуществление межскладских перевозок по маршруту; Своевременное оформление документов.
водитель категории с,130000,,RUR,Москва,https://hh.ru/vacancy/110746908,"<highlighttext>Водитель</highlighttext> категории С, Перевозки по Москве или межгород Москва-Санкт-Петербург. Оформление путевых листов. Заполнение транспортных накладных. Контроль погрузки и..."
водитель - оператор мини-погрузчика,100000,,RUR,Новосибирск,https://hh.ru/vacancy/111064700,Работа на мини-погрузчике(Lonking CDM 312). Бережное отношение к вверенной технике. Поддержание автомобиля в чистоте и в технически исправном...
водитель легкового автомобиля,115000,,RUR,Иркутск,https://hh.ru/vacancy/111542179,Управление и обслуживание вверенного а/м. Содержание автомобиля в исправном техническом состоянии. Устранять мелкие неисправности в процессе эксплуатации транспортного средства...
водитель-экспедитор,60000,,RUR,Владимир,https://hh.ru/vacancy/108029752,Перевозка грузов москва-нижний новгород-москва. Мелкий ремонт. Оформление сопроводительных документов.
водитель- экспедитор на газель,40000,100000,RUR,Аксай (Ростовская область),https://hh.ru/vacancy/110200573,"Прием лома по заявкам клиента. Обеспечение сохранности груза. Соблюдение правил перевозки, приема и сдачи груза (в смену 4-5 адресов). "
водитель на машине компании,280000,,KZT,Караганда,https://hh.ru/vacancy/110745578,Доставка колясок к заказчикам по Караганде и регионам Карагандинской области. Помощь в сборке и разборке колясок для клиентов. 
водитель-экспедитор,40000,,RUR,Волгоград,https://hh.ru/vacancy/111204168,Дoставка тoвaрoв в филиалы по городу. Достaвкa вoды и нужд в филиалы по городу. Погpузкa/разгрузка товaрa.
водитель с личным автомобилем,,150000,RUR,Южно-Сахалинск,https://hh.ru/vacancy/111281388,"Многочасовая аренда автомобиля с <highlighttext>водителем</highlighttext>. Ежедневное поддержание автомобиля в идеальном состоянии. Еженедельный расчет. Свободный график. Самостоятельная заправка автомобиля, обслуживание автомобиля..."
водитель-экспедитор,65000,110000,RUR,Ярославль,https://hh.ru/vacancy/111402930,"Перевозка, доставка хлеба по городу и области. Экспедирование перевозимого груза. Выгрузка перевозимого груза. Оформление товарно-транспортной документации и своевременная сдача..."
водитель автомобиля,75000,96000,RUR,Коломна (Московская область),https://hh.ru/vacancy/111470174,Управление транспортным средством. Сопровождение бригад в командировках. Поддержание транспортного средства в исправном состоянии.
водитель-экспедитор,2400,,BYR,Могилев,https://hh.ru/vacancy/109539774,"Доставка грузов (продукты питания) в торговые точки и заведения. Погрузка-разгрузка, работа с ТТН. Контроль технического состояния, закрепленного за <highlighttext>водителем</highlighttext>..."
водитель на автомобиль компании,130000,170000,RUR,Омск,https://hh.ru/vacancy/109615630,Предоставление заказов и посылок клиентам (ЛЮБОЙ РАЙОН НА ВЫБОР).
водитель,300000,400000,RUR,Ростов-на-Дону,https://hh.ru/vacancy/110013315,"2 <highlighttext>водителя</highlighttext> в кабине. -экспресс маршрут. -своевременная зарплата по приезду на базу (привез товар,получил расчет). - компания обеспечивает полный ремонт..."
водитель категории в,50000,50000,RUR,Челябинск,https://hh.ru/vacancy/110622234,"Покупка продуктов, медикаментов. Встреча и перевозка гостей с а/п и в а/п. Выполнение личных поручений руководителя."
водитель автомобиля газель,45000,,RUR,Чебоксары,https://hh.ru/vacancy/111056849,"Перевозка, доставка груза с гарантией сохранности по Чувашской Республике и Российской Федерации на автомобиле ГАЗЕЛЬ NEXT. Cледить за техничеcким и..."
водитель-экспедитор,45000,,RUR,Оренбург,https://hh.ru/vacancy/111294148,Доставка продукции в торговые точки по городу и области. Работа с документами (накладные путевые листы и т.п.). 
водитель,110000,,RUR,Москва,https://hh.ru/vacancy/111401222,
водитель категории е,152000,246000,RUR,Воронеж,https://hh.ru/vacancy/111407638,Доставка товара по магазинам.
водитель категория с,92230,,RUR,Шахты,https://hh.ru/vacancy/111443593,Доставка товара со склада по торговым точкам клиентов. Работа с документооборотом по передачи товара. Материальная ответственность. Содержание автомобиля в исправном...
водитель-курьер в ресторан,105000,133000,RUR,Пермь,https://hh.ru/vacancy/111605587,"Доставка заказов из ресторана до потребителя. Все заказы собраны и оплачены, Вы только доставляете."
водитель,300000,400000,RUR,Саратов,https://hh.ru/vacancy/110013316,"2 <highlighttext>водителя</highlighttext> в кабине. -экспресс маршрут. -своевременная зарплата по приезду на базу (привез товар,получил расчет). - компания обеспечивает полный ремонт..."
персональный водитель руководителя,300000,,KZT,Павлодар,https://hh.ru/vacancy/110081827,"Своевременная подача автомобиля и доставка руководителя до мест назначения. Поддержание автомобиля в исправном состоянии, мойка. Выполнение поручений руководителя. "
водитель самосвала,240000,285000,RUR,Усть-Кут,https://hh.ru/vacancy/110153649,Управление самосвалом и слежение за его техническим состоянием.
водитель-экспедитор межгород.,80000,105000,RUR,Москва,https://hh.ru/vacancy/110980079,"Погрузка, перевозка со склада в Москве до склада Санкт-Петербурга."
водитель-экспедитор,67000,,RUR,Воронеж,https://hh.ru/vacancy/111438573,"Развоз товара (санитарно-техническое и отопит оборудование) по городу и пригороду, возможны командировки."
водитель автомобиля,70000,100000,RUR,Тюмень,https://hh.ru/vacancy/108436776,"Управлять подъемным механизмом самосвала, подметально-уборочными механизмами и другим оборудованием специализированных автомобилей. Заправлять автомобили топливом, смазочными материалами и охлаждающей жидкостью. "
водитель-экспедитор,130000,140000,RUR,Санкт-Петербург,https://hh.ru/vacancy/109446158,"Экспедирование наличных и документов. Контроль расположения груза, крепление груза. Контроль технического состояния ТС (ремонт ТС силами работодателя). Визуальный контроль выгрузки..."
водитель автомобиля категории в,120000,120000,RUR,Саратов,https://hh.ru/vacancy/110296454,Работа в ЯНАО на месторождении. Перевозка сотрудников компании. Поддержание технике в чистом и исправном состоянии.
водитель-экспедитор,75000,90000,RUR,Москва,https://hh.ru/vacancy/111032412,НЕ КУРЬЕРСКИЙ РАЗВОЗ ТОВАРОВ! - Безаварийная перевозка грузов. - Работа с транспортными документами. - Соблюдения правил перевозки‚ приема и сдачи грузов. - 
водитель легкового автомобиля,30000,,RUR,Астрахань,https://hh.ru/vacancy/111246534,
водитель руководителя,,220000,KZT,Алматы,https://hh.ru/vacancy/111435456,"Своевременная подача автомобиля и доставка руководителя до мест назначения. Профессиональное управление автомобилем, обеспечение безопасности и комфортного передвижения руководителя. "
водитель-экспедитор,50000,60000,RUR,Кострома,https://hh.ru/vacancy/111441504,"Выполнение поручений текущей работы Компании. Командировки (Ярославль, Москва, Иваново, Нижний Новгород, дальние расстояния присутствуют редко). Работа с материальными ценностями, перевозка. "
водитель-экспедитор на автомобиль компании (категории в),90000,,RUR,Краснодар,https://hh.ru/vacancy/109688107,Доставка заказов физическим и юридическим лицам по г. Краснодару. Работа с документацией и в мобильном приложении. Прием наличной и безналичной...
"водитель (микроавтобус, категории b)",1500,,BYR,Минск,https://hh.ru/vacancy/110059634,поддержание авто в технически исправном состоянии (VW T-4).
водитель на автомобиле лада ларгус,50000,50000,RUR,Волгоград,https://hh.ru/vacancy/110168134,Разрабатывать оптимальный маршрут движения автомобиля для своевременной доставки груза. Принимать и передавать грузы в соответствии с сопровождающей документацией. 
водитель персональный,90000,,RUR,Сергиев Посад (Московская область),https://hh.ru/vacancy/110691207,Своевременная подача автомобиля и доставка генерального директора до места назначения. Составление оптимального маршрута движения. Поддержание автомобиля в чистоте и исправном...
водитель на автомобиль компании,140000,250000,RUR,Лысьва,https://hh.ru/vacancy/110923614,Доставка документов из пункта А в пункт Б.
водитель-курьер (на личном автомобиле),85000,88000,RUR,Новосибирск,https://hh.ru/vacancy/111277013,Доставлять товар до квартиры покупателя. Работа с оплатой по наличному/безналичному расчету. НАЛИЧИЕ АВТО ОБЯЗАТЕЛЬНО!!!!
водитель-международник,2600,3100,BYR,Минск,https://hh.ru/vacancy/111344686,Сборные грузы по маршруту РБ-РФ ( Санкт-Петербург и область).
водитель,60000,,RUR,Санкт-Петербург,https://hh.ru/vacancy/111393795,Своевременная подача автомобиля. Контроль технического состояния автомобиля. Выполнение поручений руководителя.
"водитель-экспедитор с личным грузовым автомобилем (от 1 до 3,5 тонн)",180000,,RUR,Москва,https://hh.ru/vacancy/108322975,"Перевозка грузов (хоз.товары, бытовые товары) по Москве и Московской области. Работа с сопроводительной документацией (транспортные накладные). Загрузка автомобиля на складе. "
водитель категории в,100000,120000,RUR,Красноярск,https://hh.ru/vacancy/109137345,
водитель-международник е,2100,2900,EUR,Минск,https://hh.ru/vacancy/110609850,Работа на рефрижераторах и тентах. Визовая поддержка.
водитель-экспедитор (ларгус),75000,,RUR,Санкт-Петербург,https://hh.ru/vacancy/111258650,Доставка и забор грузов до юридических лиц по Санкт-Петербургу и Ленинградской области на автомобиле компании (Ларгус). В день в...
водитель категория в (перевахтовка),,75000,RUR,Красноярск,https://hh.ru/vacancy/111324507,"Доставка сотрудников работников (геофизики, геологи) до места работы (Красноярск-КЛУ-Красноярск, Красноярск-ЮТМ-Красноярск). Содержание Транспортного средства в технически исправном..."
водитель категории в,100000,,RUR,Красноярск,https://hh.ru/vacancy/111337943,"Управление автомобилем УАЗ Патриот, Соболь, Mitsubishi L200. Перевозка людей, грузов (оборудование, запасные части и т.д.) выполнение работ по..."
водитель-курьер с личным автомобилем,,44000,RUR,Новосибирск,https://hh.ru/vacancy/111402038,Доставка малогабаритных грузов и документов по указанным адресам. Соблюдение сроков доставки и маршрутов. Поддержание автомобиля в исправном состоянии.
